txn_id,raw_code,code,disaster_number,is_disaster,fiscal_year,disbursement_amount,disbursement_type,disbursement_date,data_watermark
TXN-000410,PA-60101-4339,PA-60101-4339,4339,true,2025,8116823.46,Interagency transfer,2024-10-20,SYNTHETIC-DEMO
TXN-000411,PA-60101-4339,PA-60101-4339,4339,true,2025,7625616.92,Grant award payment,2024-12-17,SYNTHETIC-DEMO
TXN-000412,PA-60101-4339,PA-60101-4339,4339,true,2025,5399012.61,Grant award payment,2025-02-01,SYNTHETIC-DEMO
TXN-000413,PA-60101-4339,PA-60101-4339,4339,true,2025,8050220.85,Vendor / contract payment,2025-07-20,SYNTHETIC-DEMO
TXN-000414,PA-60102-4339,PA-60102-4339,4339,true,2025,5490993.68,Grant award payment,2025-02-18,SYNTHETIC-DEMO
TXN-000415,PA-60102-4339,PA-60102-4339,4339,true,2025,8427740.29,Vendor / contract payment,2025-04-29,SYNTHETIC-DEMO
TXN-000416,PA-60102-4339,PA-60102-4339,4339,true,2025,7424521.69,Direct assistance payment,2025-08-08,SYNTHETIC-DEMO
TXN-000417,PA-60102-4339,PA-60102-4339,4339,true,2025,5325879.35,Grant award payment,2025-07-30,SYNTHETIC-DEMO
TXN-000418,PA-60102-4339,PA-60102-4339,4339,true,2025,4038513.32,Vendor / contract payment,2025-08-12,SYNTHETIC-DEMO
TXN-000419,PA-60102-4339,PA-60102-4339,4339,true,2025,6178318.39,Grant award payment,2025-08-19,SYNTHETIC-DEMO
TXN-000420,PA-60102-4339,PA-60102-4339,4339,true,2025,6659593.33,Vendor / contract payment,2025-07-01,SYNTHETIC-DEMO
TXN-000421,PA-60102-4339,PA-60102-4339,4339,true,2025,8044352.80,Grant award payment,2025-07-23,SYNTHETIC-DEMO
TXN-000422,PA-60102-4339,PA-60102-4339,4339,true,2025,8908866.49,Grant award payment,2025-06-22,SYNTHETIC-DEMO
TXN-000423,PA-60102-4339,PA-60102-4339,4339,true,2025,5133838.08,Vendor / contract payment,2024-10-02,SYNTHETIC-DEMO
TXN-000424,PA-60102-4339,PA-60102-4339,4339,true,2025,5300628.48,Grant award payment,2025-02-11,SYNTHETIC-DEMO
TXN-000425,PA-60102-4339,PA-60102-4339,4339,true,2025,8322706.79,Interagency transfer,2024-10-07,SYNTHETIC-DEMO
TXN-000426,PA-60102-4339,PA-60102-4339,4339,true,2025,8376959.24,Grant award payment,2024-11-22,SYNTHETIC-DEMO
TXN-000427,PA-60102-4339,PA-60102-4339,4339,true,2025,8814276.27,Direct assistance payment,2024-12-28,SYNTHETIC-DEMO
TXN-000428,PA-60102-4339,PA-60102-4339,4339,true,2025,5518411.67,Grant award payment,2025-09-11,SYNTHETIC-DEMO
TXN-000429,PA-60102-4339,PA-60102-4339,4339,true,2025,6486108.27,Direct assistance payment,2025-04-29,SYNTHETIC-DEMO
TXN-000430,PA-60102-4339,PA-60102-4339,4339,true,2025,5966385.47,Grant award payment,2024-11-28,SYNTHETIC-DEMO
TXN-000431,PA-60103-4339,PA-60103-4339,4339,true,2025,6323482.13,Grant award payment,2024-10-24,SYNTHETIC-DEMO
TXN-000432,PA-60103-4339,PA-60103-4339,4339,true,2025,7310760.96,Direct assistance payment,2025-08-07,SYNTHETIC-DEMO
TXN-000433,PA-60103-4339,PA-60103-4339,4339,true,2025,4708776.82,Grant award payment,2024-10-03,SYNTHETIC-DEMO
TXN-000434,PA/60103/4339,PA-60103-4339,4339,true,2025,9290199.74,Grant award payment,2025-04-10,SYNTHETIC-DEMO
TXN-000435,PA-60103-4339,PA-60103-4339,4339,true,2025,5241829.91,Grant award payment,2025-08-31,SYNTHETIC-DEMO
TXN-000436,PA-60103-4339,PA-60103-4339,4339,true,2025,7019002.20,Interagency transfer,2025-08-03,SYNTHETIC-DEMO
TXN-000437,PA-60103-4339,PA-60103-4339,4339,true,2025,7562980.87,Grant award payment,2025-06-19,SYNTHETIC-DEMO
TXN-000438,PA-60103-4339,PA-60103-4339,4339,true,2025,6751792.80,Grant award payment,2025-08-16,SYNTHETIC-DEMO
TXN-000439,PA-60103-4339,PA-60103-4339,4339,true,2025,4973121.35,Grant award payment,2025-02-27,SYNTHETIC-DEMO
TXN-000440,PA-60103-4339,PA-60103-4339,4339,true,2025,9875119.93,Grant award payment,2024-10-14,SYNTHETIC-DEMO
TXN-000441,PA-60103-4339,PA-60103-4339,4339,true,2025,5441622.89,Interagency transfer,2024-11-12,SYNTHETIC-DEMO
TXN-000442,PA-60103-4339,PA-60103-4339,4339,true,2025,5205504.81,Grant award payment,2024-11-04,SYNTHETIC-DEMO
TXN-000443,PA-60103-4339,PA-60103-4339,4339,true,2025,6125210.25,Vendor / contract payment,2025-01-08,SYNTHETIC-DEMO
TXN-000444,PA-60103-4339,PA-60103-4339,4339,true,2025,5629273.38,Vendor / contract payment,2025-06-28,SYNTHETIC-DEMO
TXN-000445,PA-60103-4339,PA-60103-4339,4339,true,2025,4243962.31,Grant award payment,2025-03-24,SYNTHETIC-DEMO
TXN-000446,PA-60103-4339,PA-60103-4339,4339,true,2025,8462105.50,Grant award payment,2025-05-07,SYNTHETIC-DEMO
TXN-000447,PA-60103-4339,PA-60103-4339,4339,true,2025,10253347.76,Grant award payment,2025-04-29,SYNTHETIC-DEMO
TXN-000448,PA-97036-4340,PA-97036-4340,4340,true,2025,8483573.33,Grant award payment,2025-08-11,SYNTHETIC-DEMO
TXN-000449,PA-97036-4340,PA-97036-4340,4340,true,2025,4403916.35,Direct assistance payment,2025-08-01,SYNTHETIC-DEMO
TXN-000450,PA-97036-4340,PA-97036-4340,4340,true,2025,3512982.87,Grant award payment,2024-12-27,SYNTHETIC-DEMO
TXN-000451,PA-97036-4340,PA-97036-4340,4340,true,2025,4299542.58,Direct assistance payment,2025-03-17,SYNTHETIC-DEMO
TXN-000452,PA-97036-4340,PA-97036-4340,4340,true,2025,6038693.95,Vendor / contract payment,2024-10-10,SYNTHETIC-DEMO
TXN-000453,PA-97036-4340,PA-97036-4340,4340,true,2025,4528663.22,Vendor / contract payment,2024-10-22,SYNTHETIC-DEMO
TXN-000454,PA-97036-4340,PA-97036-4340,4340,true,2025,6597699.91,Grant award payment,2024-10-27,SYNTHETIC-DEMO
TXN-000455,PA-97036-4340,PA-97036-4340,4340,true,2025,7636837.26,Grant award payment,2025-05-06,SYNTHETIC-DEMO
TXN-000456,PA-97036-4340,PA-97036-4340,4340,true,2025,5201809.95,Grant award payment,2025-03-17,SYNTHETIC-DEMO
TXN-000457,PA-97036-4340,PA-97036-4340,4340,true,2025,6288632.38,Grant award payment,2025-08-21,SYNTHETIC-DEMO
TXN-000458,PA-97036-4340,PA-97036-4340,4340,true,2025,4205325.90,Direct assistance payment,2025-02-12,SYNTHETIC-DEMO
TXN-000459,PA-97036-4340,PA-97036-4340,4340,true,2025,8067914.82,Grant award payment,2025-02-24,SYNTHETIC-DEMO
TXN-000460,PA-60101-4340,PA-60101-4340,4340,true,2025,7545085.46,Grant award payment,2024-11-07,SYNTHETIC-DEMO
TXN-000461,PA-60101-4340,PA-60101-4340,4340,true,2025,8047172.21,Interagency transfer,2025-03-15,SYNTHETIC-DEMO
TXN-000462,PA-60101-4340,PA-60101-4340,4340,true,2025,5944115.29,Grant award payment,2025-08-24,SYNTHETIC-DEMO
TXN-000463,PA-60101-4340,PA-60101-4340,4340,true,2025,3702094.76,Vendor / contract payment,2024-11-27,SYNTHETIC-DEMO
TXN-000464,PA-60101-4340,PA-60101-4340,4340,true,2025,4942762.00,Grant award payment,2024-12-15,SYNTHETIC-DEMO
TXN-000465,PA-60101-4340,PA-60101-4340,4340,true,2025,3731284.95,Grant award payment,2025-03-16,SYNTHETIC-DEMO
TXN-000466,PA-60101-4340,PA-60101-4340,4340,true,2025,6641587.68,Direct assistance payment,2025-02-04,SYNTHETIC-DEMO
TXN-000467,PA-60101-4340,PA-60101-4340,4340,true,2025,3388508.19,Grant award payment,2025-04-17,SYNTHETIC-DEMO
TXN-000468,PA-60101-4340,PA-60101-4340,4340,true,2025,6292988.13,Vendor / contract payment,2025-04-25,SYNTHETIC-DEMO
TXN-000469,PA/60101/4340,PA-60101-4340,4340,true,2025,4030198.96,Grant award payment,2024-10-24,SYNTHETIC-DEMO
TXN-000470,PA-60101-4340,PA-60101-4340,4340,true,2025,8758865.88,Grant award payment,2025-03-26,SYNTHETIC-DEMO
TXN-000471,PA-60101-4340,PA-60101-4340,4340,true,2025,6240929.01,Vendor / contract payment,2025-06-15,SYNTHETIC-DEMO
TXN-000472,PA-60102-4340,PA-60102-4340,4340,true,2025,6138387.54,Vendor / contract payment,2025-06-14,SYNTHETIC-DEMO
TXN-000473,PA-60102-4340,PA-60102-4340,4340,true,2025,5462746.52,Grant award payment,2025-02-04,SYNTHETIC-DEMO
TXN-000474,PA-60102-4340,PA-60102-4340,4340,true,2025,4228436.49,Direct assistance payment,2025-09-18,SYNTHETIC-DEMO
TXN-000475,PA-60102-4340,PA-60102-4340,4340,true,2025,6709649.28,Grant award payment,2025-08-05,SYNTHETIC-DEMO
TXN-000476,PA-60102-4340,PA-60102-4340,4340,true,2025,4843005.53,Grant award payment,2025-01-13,SYNTHETIC-DEMO
TXN-000477,PA-60102-4340,PA-60102-4340,4340,true,2025,6229923.41,Grant award payment,2024-10-21,SYNTHETIC-DEMO
TXN-000478,PA-60102-4340,PA-60102-4340,4340,true,2025,3203544.64,Direct assistance payment,2025-09-24,SYNTHETIC-DEMO
TXN-000479,PA-60102-4340,PA-60102-4340,4340,true,2025,5943009.73,Grant award payment,2025-08-24,SYNTHETIC-DEMO
TXN-000480,PA-60102-4340,PA-60102-4340,4340,true,2025,7942952.04,Interagency transfer,2025-07-26,SYNTHETIC-DEMO
TXN-000481,PA-60102-4340,PA-60102-4340,4340,true,2025,5071367.89,Vendor / contract payment,2025-05-05,SYNTHETIC-DEMO
TXN-000482,PA-60102-4340,PA-60102-4340,4340,true,2025,7649092.74,Vendor / contract payment,2024-12-12,SYNTHETIC-DEMO
TXN-000483,PA-60102-4340,PA-60102-4340,4340,true,2025,5843476.71,Grant award payment,2025-07-24,SYNTHETIC-DEMO
TXN-000484,PA-60103-4340,PA-60103-4340,4340,true,2025,3582151.05,Grant award payment,2025-09-14,SYNTHETIC-DEMO
TXN-000485,PA-60103-4340,PA-60103-4340,4340,true,2025,8175770.53,Grant award payment,2024-12-13,SYNTHETIC-DEMO
TXN-000486,PA-60103-4340,PA-60103-4340,4340,true,2025,4618663.38,Grant award payment,2025-04-04,SYNTHETIC-DEMO
TXN-000487,PA-60103-4340,PA-60103-4340,4340,true,2025,7152720.00,Grant award payment,2025-03-05,SYNTHETIC-DEMO
TXN-000488,PA-60103-4340,PA-60103-4340,4340,true,2025,8262827.98,Grant award payment,2025-08-27,SYNTHETIC-DEMO
TXN-000489,PA-60103-4340,PA-60103-4340,4340,true,2025,4709851.15,Vendor / contract payment,2024-12-09,SYNTHETIC-DEMO
TXN-000490,PA 60103 4340,PA-60103-4340,4340,true,2025,6802675.60,Grant award payment,2024-11-13,SYNTHETIC-DEMO
TXN-000491,PA-60103-4340,PA-60103-4340,4340,true,2025,4058390.90,Grant award payment,2025-08-30,SYNTHETIC-DEMO
TXN-000492,PA-60103-4340,PA-60103-4340,4340,true,2025,5760378.44,Interagency transfer,2025-01-19,SYNTHETIC-DEMO
TXN-000493,PA-60103-4340,PA-60103-4340,4340,true,2025,3540100.41,Grant award payment,2025-07-17,SYNTHETIC-DEMO
TXN-000494,PA-60103-4340,PA-60103-4340,4340,true,2025,7355930.77,Grant award payment,2024-11-10,SYNTHETIC-DEMO
TXN-000495,PA-60103-4340,PA-60103-4340,4340,true,2025,5246132.31,Grant award payment,2025-06-09,SYNTHETIC-DEMO
TXN-000496,PA/97036/4341,PA-97036-4341,4341,true,2025,416.08,Grant award payment,2025-02-14,SYNTHETIC-DEMO
TXN-000497,PA-60101-4341,PA-60101-4341,4341,true,2025,416.08,Grant award payment,2025-05-22,SYNTHETIC-DEMO
TXN-000498,PA-60102-4341,PA-60102-4341,4341,true,2025,416.08,Direct assistance payment,2024-12-02,SYNTHETIC-DEMO
TXN-000499,PA-60103-4341,PA-60103-4341,4341,true,2025,416.08,Direct assistance payment,2025-06-03,SYNTHETIC-DEMO
TXN-000500,PA-97036-4346,PA-97036-4346,4346,true,2025,115465.35,Grant award payment,2025-09-15,SYNTHETIC-DEMO
TXN-000501,PA-60101-4346,PA-60101-4346,4346,true,2025,115465.35,Interagency transfer,2025-09-22,SYNTHETIC-DEMO
TXN-000502,PA-60102-4346,PA-60102-4346,4346,true,2025,115465.35,Vendor / contract payment,2025-03-02,SYNTHETIC-DEMO
TXN-000503,PA-60103-4346,PA-60103-4346,4346,true,2025,115465.35,Grant award payment,2025-08-30,SYNTHETIC-DEMO
TXN-000504,PA-97036-4332,PA-97036-4332,4332,true,2026,4080317.68,Interagency transfer,2026-08-23,SYNTHETIC-DEMO
TXN-000505,PA-97036-4332,PA-97036-4332,4332,true,2026,4909433.49,Grant award payment,2025-12-01,SYNTHETIC-DEMO
TXN-000506,PA-97036-4332,PA-97036-4332,4332,true,2026,5989733.38,Vendor / contract payment,2026-08-03,SYNTHETIC-DEMO
TXN-000507,PA-60101-4332,PA-60101-4332,4332,true,2026,4453939.12,Direct assistance payment,2026-07-09,SYNTHETIC-DEMO
TXN-000508,PA-60101-4332,PA-60101-4332,4332,true,2026,6517078.58,Grant award payment,2026-03-20,SYNTHETIC-DEMO
TXN-000509,PA-60101-4332,PA-60101-4332,4332,true,2026,4008466.85,Interagency transfer,2026-06-09,SYNTHETIC-DEMO
TXN-000510,PA-60102-4332,PA-60102-4332,4332,true,2026,7066603.40,Direct assistance payment,2026-08-09,SYNTHETIC-DEMO
TXN-000511,PA-60102-4332,PA-60102-4332,4332,true,2026,3144368.07,Direct assistance payment,2025-11-28,SYNTHETIC-DEMO
TXN-000512,PA-60102-4332,PA-60102-4332,4332,true,2026,4768513.08,Grant award payment,2026-01-02,SYNTHETIC-DEMO
TXN-000513,PA-60103-4332,PA-60103-4332,4332,true,2026,4552717.26,Vendor / contract payment,2026-08-01,SYNTHETIC-DEMO
TXN-000514,PA-60103-4332,PA-60103-4332,4332,true,2026,4381051.37,Grant award payment,2026-07-21,SYNTHETIC-DEMO
TXN-000515,PA-60103-4332,PA-60103-4332,4332,true,2026,6045715.92,Interagency transfer,2026-08-18,SYNTHETIC-DEMO
TXN-000516,PA-97036-4337,PA-97036-4337,4337,true,2026,5250250.44,Grant award payment,2026-08-13,SYNTHETIC-DEMO
TXN-000517,PA-97036-4337,PA-97036-4337,4337,true,2026,6506442.93,Vendor / contract payment,2026-06-11,SYNTHETIC-DEMO
TXN-000518,PA-60101-4337,PA-60101-4337,4337,true,2026,6209614.58,Grant award payment,2026-07-20,SYNTHETIC-DEMO
TXN-000519,PA-60101-4337,PA-60101-4337,4337,true,2026,5547078.79,Grant award payment,2026-09-24,SYNTHETIC-DEMO
TXN-000520,PA-60102-4337,PA-60102-4337,4337,true,2026,6061566.52,Vendor / contract payment,2026-07-22,SYNTHETIC-DEMO
TXN-000521,PA-60102-4337,PA-60102-4337,4337,true,2026,5695126.85,Direct assistance payment,2026-04-06,SYNTHETIC-DEMO
TXN-000522,PA-60103-4337,PA-60103-4337,4337,true,2026,7495146.05,Vendor / contract payment,2025-11-27,SYNTHETIC-DEMO
TXN-000523,PA-60103-4337,PA-60103-4337,4337,true,2026,4261547.32,Grant award payment,2026-07-29,SYNTHETIC-DEMO
TXN-000524,PA-97036-4338,PA-97036-4338,4338,true,2026,545702.75,Grant award payment,2026-02-11,SYNTHETIC-DEMO
TXN-000525,PA-60101-4338,PA-60101-4338,4338,true,2026,545702.75,Vendor / contract payment,2025-12-01,SYNTHETIC-DEMO
TXN-000526,PA-60102-4338,PA-60102-4338,4338,true,2026,545702.75,Grant award payment,2026-02-25,SYNTHETIC-DEMO
TXN-000527,PA-60103-4338,PA-60103-4338,4338,true,2026,545702.75,Grant award payment,2025-12-12,SYNTHETIC-DEMO
TXN-000528,PA-97036-4339,PA-97036-4339,4339,true,2026,8807801.44,Grant award payment,2025-12-13,SYNTHETIC-DEMO
TXN-000529,PA-97036-4339,PA-97036-4339,4339,true,2026,6223936.48,Grant award payment,2026-02-28,SYNTHETIC-DEMO
TXN-000530,PA-97036-4339,PA-97036-4339,4339,true,2026,4599151.67,Vendor / contract payment,2026-06-18,SYNTHETIC-DEMO
TXN-000531,PA-97036-4339,PA-97036-4339,4339,true,2026,7556295.48,Vendor / contract payment,2025-12-05,SYNTHETIC-DEMO
TXN-000532,PA-97036-4339,PA-97036-4339,4339,true,2026,6388738.25,Grant award payment,2026-06-17,SYNTHETIC-DEMO
TXN-000533,PA-97036-4339,PA-97036-4339,4339,true,2026,3891059.68,Grant award payment,2026-01-11,SYNTHETIC-DEMO
TXN-000534,PA-97036-4339,PA-97036-4339,4339,true,2026,4594845.17,Vendor / contract payment,2026-02-09,SYNTHETIC-DEMO
TXN-000535,PA-97036-4339,PA-97036-4339,4339,true,2026,3985892.66,Grant award payment,2026-06-17,SYNTHETIC-DEMO
TXN-000536,PA-97036-4339,PA-97036-4339,4339,true,2026,7474021.64,Grant award payment,2025-12-06,SYNTHETIC-DEMO
TXN-000537,PA-97036-4339,PA-97036-4339,4339,true,2026,8692768.74,Vendor / contract payment,2026-09-18,SYNTHETIC-DEMO
TXN-000538,PA-97036-4339,PA-97036-4339,4339,true,2026,5325436.30,Vendor / contract payment,2025-11-02,SYNTHETIC-DEMO
TXN-000539,PA-97036-4339,PA-97036-4339,4339,true,2026,7551306.12,Grant award payment,2026-07-20,SYNTHETIC-DEMO
TXN-000540,PA-97036-4339,PA-97036-4339,4339,true,2026,5281026.48,Grant award payment,2026-05-14,SYNTHETIC-DEMO
TXN-000541,PA-97036-4339,PA-97036-4339,4339,true,2026,8406228.08,Grant award payment,2026-02-15,SYNTHETIC-DEMO
TXN-000542,PA-97036-4339,PA-97036-4339,4339,true,2026,4327798.27,Grant award payment,2026-02-22,SYNTHETIC-DEMO
TXN-000543,pa-97036-4339,PA-97036-4339,4339,true,2026,6533700.24,Vendor / contract payment,2026-06-09,SYNTHETIC-DEMO
TXN-000544,PA-97036-4339,PA-97036-4339,4339,true,2026,10091223.50,Grant award payment,2026-07-14,SYNTHETIC-DEMO
TXN-000545,PA-97036-4339,PA-97036-4339,4339,true,2026,7410819.86,Interagency transfer,2026-08-11,SYNTHETIC-DEMO
TXN-000546,PA-97036-4339,PA-97036-4339,4339,true,2026,8445415.43,Vendor / contract payment,2025-12-29,SYNTHETIC-DEMO
TXN-000547,PA-97036-4339,PA-97036-4339,4339,true,2026,4421422.12,Vendor / contract payment,2026-07-24,SYNTHETIC-DEMO
TXN-000548,PA-97036-4339,PA-97036-4339,4339,true,2026,10066543.84,Interagency transfer,2026-05-19,SYNTHETIC-DEMO
TXN-000549,PA-97036-4339,PA-97036-4339,4339,true,2026,6363236.11,Interagency transfer,2026-04-21,SYNTHETIC-DEMO
TXN-000550,PA-97036-4339,PA-97036-4339,4339,true,2026,6881577.88,Grant award payment,2026-07-05,SYNTHETIC-DEMO
TXN-000551,PA-60101-4339,PA-60101-4339,4339,true,2026,7953843.27,Vendor / contract payment,2026-05-08,SYNTHETIC-DEMO
TXN-000552,PA-60101-4339,PA-60101-4339,4339,true,2026,5495926.94,Grant award payment,2026-06-05,SYNTHETIC-DEMO
TXN-000553,PA-60101-4339,PA-60101-4339,4339,true,2026,9086319.29,Direct assistance payment,2026-06-27,SYNTHETIC-DEMO
TXN-000554,PA-60101-4339,PA-60101-4339,4339,true,2026,8388476.86,Vendor / contract payment,2026-06-02,SYNTHETIC-DEMO
TXN-000555,PA-60101-4339,PA-60101-4339,4339,true,2026,7994709.78,Grant award payment,2025-12-23,SYNTHETIC-DEMO
TXN-000556,PA/60101/4339,PA-60101-4339,4339,true,2026,8292103.72,Interagency transfer,2026-07-12,SYNTHETIC-DEMO
TXN-000557,PA/60101/4339,PA-60101-4339,4339,true,2026,8279746.60,Grant award payment,2025-10-18,SYNTHETIC-DEMO
TXN-000558,PA-60101-4339,PA-60101-4339,4339,true,2026,4511849.83,Interagency transfer,2025-10-07,SYNTHETIC-DEMO
TXN-000559,PA-60101-4339,PA-60101-4339,4339,true,2026,6252238.53,Grant award payment,2026-07-09,SYNTHETIC-DEMO
TXN-000560,PA-60101-4339,PA-60101-4339,4339,true,2026,6173294.68,Grant award payment,2025-11-19,SYNTHETIC-DEMO
TXN-000561,PA-60101-4339,PA-60101-4339,4339,true,2026,7775864.68,Grant award payment,2026-03-24,SYNTHETIC-DEMO
TXN-000562,PA-60101-4339,PA-60101-4339,4339,true,2026,8876005.39,Grant award payment,2026-01-03,SYNTHETIC-DEMO
TXN-000563,PA-60101-4339,PA-60101-4339,4339,true,2026,3933104.50,Direct assistance payment,2026-03-16,SYNTHETIC-DEMO
TXN-000564,PA-60101-4339,PA-60101-4339,4339,true,2026,4200797.74,Interagency transfer,2025-11-21,SYNTHETIC-DEMO
TXN-000565,PA-60101-4339,PA-60101-4339,4339,true,2026,9543466.51,Grant award payment,2026-02-24,SYNTHETIC-DEMO
TXN-000566,PA-60101-4339,PA-60101-4339,4339,true,2026,3935389.89,Interagency transfer,2025-12-01,SYNTHETIC-DEMO
TXN-000567,PA-60101-4339,PA-60101-4339,4339,true,2026,5372699.14,Interagency transfer,2025-10-10,SYNTHETIC-DEMO
TXN-000568,PA-60101-4339,PA-60101-4339,4339,true,2026,3922336.61,Grant award payment,2025-11-17,SYNTHETIC-DEMO
TXN-000569,PA-60101-4339,PA-60101-4339,4339,true,2026,8463705.34,Vendor / contract payment,2026-01-03,SYNTHETIC-DEMO
TXN-000570,PA-60101-4339,PA-60101-4339,4339,true,2026,4786166.18,Grant award payment,2025-10-05,SYNTHETIC-DEMO
TXN-000571,PA 60101 4339,PA-60101-4339,4339,true,2026,8158685.33,Direct assistance payment,2026-09-22,SYNTHETIC-DEMO
TXN-000572,PA-60101-4339,PA-60101-4339,4339,true,2026,7773514.77,Interagency transfer,2026-07-12,SYNTHETIC-DEMO
TXN-000573,PA-60101-4339,PA-60101-4339,4339,true,2026,4149999.86,Interagency transfer,2026-05-27,SYNTHETIC-DEMO
TXN-000574,PA-60102-4339,PA-60102-4339,4339,true,2026,10255084.87,Direct assistance payment,2026-03-23,SYNTHETIC-DEMO
TXN-000575,PA-60102-4339,PA-60102-4339,4339,true,2026,5571756.12,Grant award payment,2026-04-04,SYNTHETIC-DEMO
TXN-000576,PA/60102/4339,PA-60102-4339,4339,true,2026,9265322.78,Grant award payment,2026-05-15,SYNTHETIC-DEMO
TXN-000577,PA-60102-4339,PA-60102-4339,4339,true,2026,9265733.62,Grant award payment,2026-09-12,SYNTHETIC-DEMO
TXN-000578,PA-60102-4339,PA-60102-4339,4339,true,2026,7757720.80,Grant award payment,2026-01-23,SYNTHETIC-DEMO
TXN-000579,PA/60102/4339,PA-60102-4339,4339,true,2026,7983892.35,Vendor / contract payment,2026-01-24,SYNTHETIC-DEMO
TXN-000580,PA-60102-4339,PA-60102-4339,4339,true,2026,3962049.18,Grant award payment,2026-08-12,SYNTHETIC-DEMO
TXN-000581,PA-60102-4339,PA-60102-4339,4339,true,2026,7176622.41,Grant award payment,2026-05-06,SYNTHETIC-DEMO
TXN-000582,PA-60102-4339,PA-60102-4339,4339,true,2026,6432489.88,Vendor / contract payment,2025-12-13,SYNTHETIC-DEMO
TXN-000583,PA-60102-4339,PA-60102-4339,4339,true,2026,7963901.28,Grant award payment,2026-02-28,SYNTHETIC-DEMO
TXN-000584,PA-60102-4339,PA-60102-4339,4339,true,2026,4626901.58,Grant award payment,2026-08-27,SYNTHETIC-DEMO
TXN-000585,pa-60102-4339,PA-60102-4339,4339,true,2026,4514725.47,Grant award payment,2026-07-08,SYNTHETIC-DEMO
TXN-000586,PA-60102-4339,PA-60102-4339,4339,true,2026,8363757.08,Vendor / contract payment,2026-09-14,SYNTHETIC-DEMO
TXN-000587,PA-60102-4339,PA-60102-4339,4339,true,2026,7600746.35,Vendor / contract payment,2026-08-09,SYNTHETIC-DEMO
TXN-000588,PA-60102-4339,PA-60102-4339,4339,true,2026,4118803.96,Grant award payment,2026-02-14,SYNTHETIC-DEMO
TXN-000589,PA-60102-4339,PA-60102-4339,4339,true,2026,5347057.99,Grant award payment,2026-08-15,SYNTHETIC-DEMO
TXN-000590,PA-60102-4339,PA-60102-4339,4339,true,2026,5132057.41,Grant award payment,2026-03-31,SYNTHETIC-DEMO
TXN-000591,PA-60102-4339,PA-60102-4339,4339,true,2026,8176472.10,Direct assistance payment,2026-08-09,SYNTHETIC-DEMO
TXN-000592,PA-60102-4339,PA-60102-4339,4339,true,2026,9476623.51,Grant award payment,2025-12-22,SYNTHETIC-DEMO
TXN-000593,PA-60102-4339,PA-60102-4339,4339,true,2026,4865709.01,Direct assistance payment,2026-08-06,SYNTHETIC-DEMO
TXN-000594,PA-60102-4339,PA-60102-4339,4339,true,2026,4480555.64,Direct assistance payment,2026-06-16,SYNTHETIC-DEMO
TXN-000595,PA-60102-4339,PA-60102-4339,4339,true,2026,5232748.54,Grant award payment,2026-02-26,SYNTHETIC-DEMO
TXN-000596,PA-60102-4339,PA-60102-4339,4339,true,2026,5749513.51,Grant award payment,2026-01-07,SYNTHETIC-DEMO
TXN-000597,PA 60103 4339,PA-60103-4339,4339,true,2026,5636519.79,Direct assistance payment,2026-04-04,SYNTHETIC-DEMO
TXN-000598,PA-60103-4339,PA-60103-4339,4339,true,2026,6716332.85,Grant award payment,2025-10-24,SYNTHETIC-DEMO
TXN-000599,PA-60103-4339,PA-60103-4339,4339,true,2026,6077038.07,Grant award payment,2025-12-25,SYNTHETIC-DEMO
TXN-000600,PA-60103-4339,PA-60103-4339,4339,true,2026,5713622.47,Direct assistance payment,2026-07-09,SYNTHETIC-DEMO
TXN-000601,PA-60103-4339,PA-60103-4339,4339,true,2026,7877485.28,Vendor / contract payment,2026-07-03,SYNTHETIC-DEMO
TXN-000602,PA-60103-4339,PA-60103-4339,4339,true,2026,8418517.05,Grant award payment,2026-01-27,SYNTHETIC-DEMO
TXN-000603,PA-60103-4339,PA-60103-4339,4339,true,2026,4622848.85,Grant award payment,2026-02-05,SYNTHETIC-DEMO
TXN-000604,PA-60103-4339,PA-60103-4339,4339,true,2026,9562099.04,Grant award payment,2026-07-23,SYNTHETIC-DEMO
TXN-000605,PA-60103-4339,PA-60103-4339,4339,true,2026,7416176.14,Grant award payment,2026-09-28,SYNTHETIC-DEMO
TXN-000606,PA-60103-4339,PA-60103-4339,4339,true,2026,5288641.36,Interagency transfer,2026-06-21,SYNTHETIC-DEMO
TXN-000607,PA-60103-4339,PA-60103-4339,4339,true,2026,4887873.14,Vendor / contract payment,2026-05-08,SYNTHETIC-DEMO
TXN-000608,PA-60103-4339,PA-60103-4339,4339,true,2026,8172260.48,Grant award payment,2026-02-03,SYNTHETIC-DEMO
TXN-000609,PA-60103-4339,PA-60103-4339,4339,true,2026,7155847.62,Interagency transfer,2026-08-14,SYNTHETIC-DEMO
TXN-000610,PA-60103-4339,PA-60103-4339,4339,true,2026,9566489.54,Grant award payment,2025-10-31,SYNTHETIC-DEMO
TXN-000611,PA-60103-4339,PA-60103-4339,4339,true,2026,4853926.17,Vendor / contract payment,2026-01-31,SYNTHETIC-DEMO
TXN-000612,PA-60103-4339,PA-60103-4339,4339,true,2026,3937638.87,Grant award payment,2026-03-17,SYNTHETIC-DEMO
TXN-000613,PA-60103-4339,PA-60103-4339,4339,true,2026,5803081.78,Grant award payment,2026-03-03,SYNTHETIC-DEMO
TXN-000614,PA 60103 4339,PA-60103-4339,4339,true,2026,5518550.45,Direct assistance payment,2026-05-31,SYNTHETIC-DEMO
